"start";"end";"Name of Structure";"Type of Structure";"Picture of Structure";"Picture of Structure_URL";"Coordinate of Structure";"_Coordinate of Structure_latitude";"_Coordinate of Structure_longitude";"_Coordinate of Structure_altitude";"_Coordinate of Structure_precision";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2025-06-15T15:14:56.518+01:00";"2025-06-16T09:15:32.752+01:00";"Emerald I female";"Hostel";"1749996927678.jpg";"https://kc.kobotoolbox.org/media/original?media_file=aneehatprecious%2Fattachments%2Fb24eafc23d52430bba582f447039a9a3%2Ff1919b14-c54a-4456-a96d-4c15eb011224%2F1749996927678.jpg";"6.6872681 3.1678044 69.81581331457372 3.79";"6.6872681";"3.1678044";"69.81581331457372";"3.79";"498232321";"f1919b14-c54a-4456-a96d-4c15eb011224";"2025-06-16T08:20:35";"";"";"submitted_via_web";"aneehatprecious";"vAjzNGzCBpTu3xHjGYBJWk";"";"84"
"2025-06-15T15:16:11.418+01:00";"2025-06-16T09:15:32.784+01:00";"Emerald 2 hall female";"Hostel";"1749996991491.jpg";"https://kc.kobotoolbox.org/media/original?media_file=aneehatprecious%2Fattachments%2Fb24eafc23d52430bba582f447039a9a3%2F28e43aa4-40d1-4a8f-9e57-6dba035585da%2F1749996991491.jpg";"6.6876126 3.1677548 71.45793807896007 4.733";"6.6876126";"3.1677548";"71.45793807896007";"4.733";"498232402";"28e43aa4-40d1-4a8f-9e57-6dba035585da";"2025-06-16T08:20:42";"";"";"submitted_via_web";"aneehatprecious";"vAjzNGzCBpTu3xHjGYBJWk";"";"85"
"2025-06-15T15:17:11.173+01:00";"2025-06-16T09:15:32.804+01:00";"Mechatronics lab";"Laboratory";"1749997065474.jpg";"https://kc.kobotoolbox.org/media/original?media_file=aneehatprecious%2Fattachments%2Fb24eafc23d52430bba582f447039a9a3%2F08b34652-1e88-4df0-85bd-10c629001496%2F1749997065474.jpg";"6.6878941 3.168028 70.20079900753687 4.091";"6.6878941";"3.168028";"70.20079900753687";"4.091";"498232446";"08b34652-1e88-4df0-85bd-10c629001496";"2025-06-16T08:20:48";"";"";"submitted_via_web";"aneehatprecious";"vAjzNGzCBpTu3xHjGYBJWk";"";"86"
"2025-06-15T15:18:38.143+01:00";"2025-06-16T09:15:32.824+01:00";"Bronze 1 Annex male";"Hostel";"1749997147701.jpg";"https://kc.kobotoolbox.org/media/original?media_file=aneehatprecious%2Fattachments%2Fb24eafc23d52430bba582f447039a9a3%2Fb42e90b4-316f-4c82-805a-1ee73ee535e2%2F1749997147701.jpg";"6.6880773 3.1682692 69.0 4.464";"6.6880773";"3.1682692";"69.0";"4.464";"498232510";"b42e90b4-316f-4c82-805a-1ee73ee535e2";"2025-06-16T08:20:54";"";"";"submitted_via_web";"aneehatprecious";"vAjzNGzCBpTu3xHjGYBJWk";"";"87"
"2025-06-15T15:19:40.936+01:00";"2025-06-16T09:15:32.843+01:00";"Emerald 3 hall female";"Hostel";"1749997219291.jpg";"https://kc.kobotoolbox.org/media/original?media_file=aneehatprecious%2Fattachments%2Fb24eafc23d52430bba582f447039a9a3%2F9c697c72-8346-42d1-9218-7805e0548302%2F1749997219291.jpg";"6.6879946 3.1685747 69.4000015258789 4.722";"6.6879946";"3.1685747";"69.4000015258789";"4.722";"498232564";"9c697c72-8346-42d1-9218-7805e0548302";"2025-06-16T08:21:01";"";"";"submitted_via_web";"aneehatprecious";"vAjzNGzCBpTu3xHjGYBJWk";"";"88"
"2025-06-15T15:20:47.363+01:00";"2025-06-16T09:15:32.862+01:00";"Boutique and tailor";"Beauty/Maintenance Store";"1749997283238.jpg";"https://kc.kobotoolbox.org/media/original?media_file=aneehatprecious%2Fattachments%2Fb24eafc23d52430bba582f447039a9a3%2Ff7c595c0-9b4d-4004-aa58-18e04bb5d8a3%2F1749997283238.jpg";"6.6882644 3.1685357 69.0 4.108";"6.6882644";"3.1685357";"69.0";"4.108";"498232601";"f7c595c0-9b4d-4004-aa58-18e04bb5d8a3";"2025-06-16T08:21:08";"";"";"submitted_via_web";"aneehatprecious";"vAjzNGzCBpTu3xHjGYBJWk";"";"89"
"2025-06-15T15:21:37.589+01:00";"2025-06-16T09:15:32.882+01:00";"Staff quarters";"Staff Quarters";"1749997319168.jpg";"https://kc.kobotoolbox.org/media/original?media_file=aneehatprecious%2Fattachments%2Fb24eafc23d52430bba582f447039a9a3%2Fd24b0fc7-255d-4c8f-9c99-f09d2aba8c4f%2F1749997319168.jpg";"6.6883055 3.1686008 69.0 3.79";"6.6883055";"3.1686008";"69.0";"3.79";"498232668";"d24b0fc7-255d-4c8f-9c99-f09d2aba8c4f";"2025-06-16T08:21:15";"";"";"submitted_via_web";"aneehatprecious";"vAjzNGzCBpTu3xHjGYBJWk";"";"90"
"2025-06-15T15:29:29.346+01:00";"2025-06-16T09:15:32.904+01:00";"Back of wema classrooms";"Lecture Hall/Class-Rooms";"1749997970265.jpg";"https://kc.kobotoolbox.org/media/original?media_file=aneehatprecious%2Fattachments%2Fb24eafc23d52430bba582f447039a9a3%2F6ed6fda4-3b73-4fa1-a88d-dbe28a6ccff3%2F1749997970265.jpg";"6.6873461 3.1693807 71.3736055653683 4.43";"6.6873461";"3.1693807";"71.3736055653683";"4.43";"498232722";"6ed6fda4-3b73-4fa1-a88d-dbe28a6ccff3";"2025-06-16T08:21:22";"";"";"submitted_via_web";"aneehatprecious";"vnEkNFU6U6ypLGd9qmNyyq";"";"91"
"2025-06-15T15:33:20.719+01:00";"2025-06-16T09:15:32.924+01:00";"Bursary";"Adminstrative";"1749998016922.jpg";"https://kc.kobotoolbox.org/media/original?media_file=aneehatprecious%2Fattachments%2Fb24eafc23d52430bba582f447039a9a3%2F935a6ee2-954a-499c-921b-14e20456aa01%2F1749998016922.jpg";"6.6872021 3.1693317 72.19999694824219 4.746";"6.6872021";"3.1693317";"72.19999694824219";"4.746";"498232766";"935a6ee2-954a-499c-921b-14e20456aa01";"2025-06-16T08:21:28";"";"";"submitted_via_web";"aneehatprecious";"vnEkNFU6U6ypLGd9qmNyyq";"";"92"
"2025-06-15T15:34:21.774+01:00";"2025-06-16T09:15:32.943+01:00";"Wema bank";"";"1749998194664.jpg";"https://kc.kobotoolbox.org/media/original?media_file=aneehatprecious%2Fattachments%2Fb24eafc23d52430bba582f447039a9a3%2F70173836-d87e-473d-8b27-a14f7c737a79%2F1749998194664.jpg";"6.6870379 3.1691577 74.69999694824219 4.454";"6.6870379";"3.1691577";"74.69999694824219";"4.454";"498232798";"70173836-d87e-473d-8b27-a14f7c737a79";"2025-06-16T08:21:33";"";"";"submitted_via_web";"aneehatprecious";"vnEkNFU6U6ypLGd9qmNyyq";"";"93"
"2025-06-15T15:37:04.484+01:00";"2025-06-16T09:15:32.962+01:00";"Access bank atm";"";"1749998243194.jpg";"https://kc.kobotoolbox.org/media/original?media_file=aneehatprecious%2Fattachments%2Fb24eafc23d52430bba582f447039a9a3%2F4bcd65c8-21aa-44a5-8586-b16f762df3da%2F1749998243194.jpg";"6.687185 3.1690567 71.80000305175781 4.163";"6.687185";"3.1690567";"71.80000305175781";"4.163";"498232830";"4bcd65c8-21aa-44a5-8586-b16f762df3da";"2025-06-16T08:21:38";"";"";"submitted_via_web";"aneehatprecious";"vnEkNFU6U6ypLGd9qmNyyq";"";"94"
"2025-06-15T15:37:41.896+01:00";"2025-06-16T09:15:32.981+01:00";"Bronze 1 hall male";"Hostel";"1749998345153.jpg";"https://kc.kobotoolbox.org/media/original?media_file=aneehatprecious%2Fattachments%2Fb24eafc23d52430bba582f447039a9a3%2Fd7dda9a7-5cf3-4c10-8a95-894f4e5af168%2F1749998345153.jpg";"6.6872063 3.1687894 72.5 4.349";"6.6872063";"3.1687894";"72.5";"4.349";"498232882";"d7dda9a7-5cf3-4c10-8a95-894f4e5af168";"2025-06-16T08:21:45";"";"";"submitted_via_web";"aneehatprecious";"vnEkNFU6U6ypLGd9qmNyyq";"";"95"
"2025-06-15T15:39:12.160+01:00";"2025-06-16T09:15:33.000+01:00";"Silver 1 hall male";"Hostel";"1749998386827.jpg";"https://kc.kobotoolbox.org/media/original?media_file=aneehatprecious%2Fattachments%2Fb24eafc23d52430bba582f447039a9a3%2F60fb7ed3-13d9-4918-92b2-903ca7f98fca%2F1749998386827.jpg";"6.686877 3.1686606 74.69999694824219 4.994";"6.686877";"3.1686606";"74.69999694824219";"4.994";"498232920";"60fb7ed3-13d9-4918-92b2-903ca7f98fca";"2025-06-16T08:21:50";"";"";"submitted_via_web";"aneehatprecious";"vnEkNFU6U6ypLGd9qmNyyq";"";"96"
"2025-06-15T15:40:00.212+01:00";"2025-06-16T09:15:33.019+01:00";"Silver hall female";"Hostel";"1750002977365.jpg";"https://kc.kobotoolbox.org/media/original?media_file=aneehatprecious%2Fattachments%2Fb24eafc23d52430bba582f447039a9a3%2Fa00be33d-ae4a-4689-9326-b64d5113cb5f%2F1750002977365.jpg";"6.6864025 3.1687524 74.69999694824219 3.847";"6.6864025";"3.1687524";"74.69999694824219";"3.847";"498232979";"a00be33d-ae4a-4689-9326-b64d5113cb5f";"2025-06-16T08:21:57";"";"";"submitted_via_web";"aneehatprecious";"vnEkNFU6U6ypLGd9qmNyyq";"";"97"
"2025-06-15T17:03:20.120+01:00";"2025-06-16T09:15:33.038+01:00";"Gazebo";"Pavillion ";"1750003425775.jpg";"https://kc.kobotoolbox.org/media/original?media_file=aneehatprecious%2Fattachments%2Fb24eafc23d52430bba582f447039a9a3%2Fc69b671a-6a44-4b95-8b22-719f14dc37cb%2F1750003425775.jpg";"6.6842676 3.1730836 83.80000305175781 4.346";"6.6842676";"3.1730836";"83.80000305175781";"4.346";"498233042";"c69b671a-6a44-4b95-8b22-719f14dc37cb";"2025-06-16T08:22:02";"";"";"submitted_via_web";"aneehatprecious";"vnEkNFU6U6ypLGd9qmNyyq";"";"98"
"2025-06-15T14:02:19.913+01:00";"2025-06-15T16:07:09.184+01:00";"LT GAZEBO";"Pavillion ";"1749992561029.jpg";"https://kc.kobotoolbox.org/media/original?media_file=aneehatprecious%2Fattachments%2Fb24eafc23d52430bba582f447039a9a3%2F53f900fe-eb7b-4b18-b969-ef228442db85%2F1749992561029.jpg";"6.6895733 3.16828 62.0 5.0";"6.6895733";"3.16828";"62.0";"5.0";"498234465";"53f900fe-eb7b-4b18-b969-ef228442db85";"2025-06-16T08:24:39";"";"";"submitted_via_web";"aneehatprecious";"v38viv9xZKSDkUJVjVv9LV";"";"99"
